Date_Forecast,JNJ,GS,RIO,AAPL,JPM,BHP,DIS,XOM,CVX,AMZN,BA,MSFT,NEE,NVDA,CAT,MCD,NVS
2009-08-21,0.028672343,0.118351206,0.08367436,0.04545874,0.08108872,0.07751457,0.051357355,0.045388825,0.054540943,0.09548495,0.0651286,0.051389415,0.036588926,0.10291675,0.07557665,0.038829215,0.040759273
2009-08-28,0.028040556,0.039032903,0.10780154,0.056989107000000004,0.051233362000000005,0.044835597000000005,0.042999286,0.039629347999999995,0.05204267,0.11322730000000002,0.06644287,0.055773485,0.056731798,0.051297407999999996,0.06918671,0.035201248,0.045968435999999994
2009-09-04,0.043829925,0.05620595,0.055869978,0.10345539,0.06616185599999999,0.047159635,0.05241309,0.033083600000000005,0.050182885999999996,0.07075128,0.066651374,0.05220391,0.05004991,0.05644909,0.055134814000000004,0.053671572,0.06231497
2009-09-11,0.026620957999999997,0.054390904000000004,0.06906571,0.050513715,0.093664676,0.07414811,0.054351274000000005,0.040367763,0.049312267,0.12899362,0.06553761,0.052635907999999995,0.046959553,0.07916761,0.0608279,0.050505605,0.103978254
2009-09-18,0.02883393,0.041312654,0.102777265,0.06429599,0.095711924,0.047318492000000004,0.054989293,0.04129243,0.076845914,0.062341667999999996,0.06513465,0.051035225,0.04670608,0.08294149,0.06883917,0.055565123,0.025178157000000003
2009-09-25,0.048168965,0.08995922,0.072395355,0.06361961,0.09516335,0.08130701,0.05398445599999999,0.050444199999999995,0.11443292,0.065222465,0.09306223,0.06084796,0.044849586,0.10114055,0.06755309,0.035919778,0.04418254
2009-10-02,0.040937222999999995,0.080289416,0.081807226,0.048335005,0.08141984,0.051615372,0.051169295,0.040528826000000004,0.05160933400000001,0.10022389,0.06592073,0.050512042,0.037432753,0.10194282,0.077249706,0.037564635,0.04892229
2009-10-09,0.03827243,0.077192225,0.08343242,0.06218406,0.06373757,0.051061254,0.057117216,0.038574718,0.053631242,0.044983063,0.066242665,0.050172977,0.05419956,0.07748827,0.06780800000000001,0.03801084,0.027065901
2009-10-16,0.031617854,0.04099158,0.07087585,0.050989232999999995,0.08022217,0.075552225,0.061582178,0.039304,0.04095163,0.063403726,0.053396236,0.0311593,0.045789644000000004,0.08160668,0.06887772,0.041986074000000005,0.04214101
2009-10-23,0.045126833,0.08636131,0.08666223,0.05239137,0.09465193,0.07036042,0.062240522,0.040932998,0.04214597,0.080037996,0.06585110000000001,0.04833313,0.053994857,0.07600172599999999,0.0791214,0.04421334,0.06843861
2009-10-30,0.04478803,0.059098233,0.10088729,0.05368383,0.09620136,0.06547399,0.05266404,0.045941672999999995,0.058234937,0.06398976,0.07099293,0.056469895,0.052240875,0.0766821,0.07089977,0.05402507,0.041017864
2009-11-06,0.038966883,0.038158596,0.08762386,0.05306337,0.06227028,0.08253733,0.06993492,0.045044363,0.04998928,0.10853021,0.05430458,0.05380066,0.04760244,0.079039894,0.079388395,0.032975275,0.036598515
2009-11-13,0.030643271,0.051889915,0.080725625,0.07657718,0.07900895,0.063853405,0.054620042,0.02931063,0.0505501,0.06951391,0.06553400000000001,0.05931093,0.052301317,0.10230911,0.08044268,0.05491755,0.03703222
2009-11-20,0.028325443999999998,0.08797137,0.111207716,0.04916827,0.09617532,0.095197804,0.053514622000000005,0.0428659,0.05236687,0.074076265,0.04350566,0.04995453,0.03646428,0.0624211,0.08322293,0.05026135599999999,0.036630332
2009-11-27,0.040726583,0.15441783,0.072923265,0.057574287,0.09748005,0.07010285,0.054185044,0.040040694,0.060658357999999996,0.063392445,0.064577855,0.0488518,0.04791934,0.08105842,0.07576495400000001,0.03670552,0.03524969
2009-12-04,0.046857957,0.054406177,0.10758326,0.06906626,0.07649309,0.07657759,0.059199374000000006,0.050521699999999996,0.056074988,0.05362492,0.064989425,0.048307057,0.03529547,0.106586814,0.069220796,0.043095447,0.03075452
